ticker,date,price_type,price
AMZN,2022-05-23,open,108.461
AMZN,2022-05-24,open,104.025
AMZN,2022-05-25,open,103.656
AMZN,2022-05-26,open,107.97
AMZN,2022-05-27,open,113.55
AMZN,2022-05-31,open,116.28
AMZN,2022-06-01,open,122.256
AMZN,2022-06-02,open,121.684
AMZN,2022-06-03,open,124.2
AMZN,2022-06-06,open,125.25
AMZN,2022-06-07,open,122.01
AMZN,2022-06-08,open,122.61
AMZN,2022-06-09,open,119.99
AMZN,2022-06-10,open,113.42
AMZN,2022-06-13,open,104.19
AMZN,2022-06-14,open,104.19
AMZN,2022-06-15,open,103.86
AMZN,2022-06-16,open,104.47
AMZN,2022-06-17,open,102.8
AMZN,2022-06-21,open,108.2
AMZN,2022-06-22,open,107.43
AMZN,2022-06-23,open,110.39
AMZN,2022-06-24,open,112.38
AMZN,2022-06-27,open,117.09
AMZN,2022-06-28,open,113.5
AMZN,2022-06-29,open,107.38
AMZN,2022-06-30,open,108.11
AMZN,2022-07-01,open,106.29
AMZN,2022-07-05,open,107.6
AMZN,2022-07-06,open,113.21
AMZN,2022-07-07,open,113.85
AMZN,2022-07-08,open,114.6
AMZN,2022-07-11,open,114.08
AMZN,2022-07-12,open,112.16
AMZN,2022-07-13,open,107.03
AMZN,2022-07-14,open,110.24
AMZN,2022-07-15,open,112.5
AMZN,2022-07-18,open,115.0
AMZN,2022-07-19,open,115.7
AMZN,2022-07-20,open,118.62
AMZN,2022-07-21,open,123.2
AMZN,2022-07-22,open,125.01
AMZN,2022-07-25,open,122.7
AMZN,2022-07-26,open,115.79
AMZN,2022-07-27,open,117.31
AMZN,2022-07-28,open,121.57
AMZN,2022-07-29,open,134.9
AMZN,2022-08-01,open,134.96
AMZN,2022-08-02,open,134.72
AMZN,2022-08-03,open,136.21
AMZN,2022-08-04,open,140.58
AMZN,2022-08-05,open,140.1
AMZN,2022-08-08,open,142.05
AMZN,2022-08-09,open,138.05
AMZN,2022-08-10,open,142.9
AMZN,2022-08-11,open,143.86
AMZN,2022-08-12,open,142.05
AMZN,2022-08-15,open,142.8
AMZN,2022-08-16,open,143.91
AMZN,2022-08-17,open,142.69
AMZN,2022-08-18,open,141.32
AMZN,2022-08-19,open,140.47
AMZN,2022-08-22,open,135.72
AMZN,2022-08-23,open,133.41
AMZN,2022-08-24,open,132.75
AMZN,2022-08-25,open,135.26
AMZN,2022-08-26,open,136.55
AMZN,2022-08-29,open,129.9
AMZN,2022-08-30,open,131.25
AMZN,2022-08-31,open,129.45
AMZN,2022-09-01,open,126.0
AMZN,2022-09-02,open,129.5
AMZN,2022-09-06,open,127.92
AMZN,2022-09-07,open,126.12
AMZN,2022-09-08,open,127.72
AMZN,2022-09-09,open,130.91
AMZN,2022-09-12,open,134.1
AMZN,2022-09-13,open,131.01
AMZN,2022-09-14,open,127.36
AMZN,2022-09-15,open,127.38
AMZN,2022-09-16,open,122.78
AMZN,2022-09-19,open,122.16
AMZN,2022-09-20,open,123.35
AMZN,2022-09-21,open,122.49
AMZN,2022-09-22,open,117.08
AMZN,2022-09-23,open,116.0
AMZN,2022-09-26,open,113.3
AMZN,2022-09-27,open,117.2
AMZN,2022-09-28,open,114.38
AMZN,2022-09-29,open,115.6
AMZN,2022-09-30,open,114.08
AMZN,2022-10-03,open,113.58
AMZN,2022-10-04,open,119.89
AMZN,2022-10-05,open,118.58
AMZN,2022-10-06,open,120.77
AMZN,2022-10-07,open,118.0
AMZN,2022-10-10,open,115.1
AMZN,2022-10-11,open,112.71
AMZN,2022-10-12,open,112.49
AMZN,2022-10-13,open,107.88
AMZN,2022-10-14,open,114.1
AMZN,2022-10-17,open,110.11
AMZN,2022-10-18,open,119.06
AMZN,2022-10-19,open,114.71
AMZN,2022-10-20,open,113.83
AMZN,2022-10-21,open,114.79
AMZN,2022-10-24,open,119.98
AMZN,2022-10-25,open,119.65
AMZN,2022-10-26,open,116.0
AMZN,2022-10-27,open,113.92
AMZN,2022-10-28,open,97.91
AMZN,2022-10-31,open,103.56
AMZN,2022-11-01,open,103.99
AMZN,2022-11-02,open,97.32
AMZN,2022-11-03,open,92.47
AMZN,2022-11-04,open,91.49
AMZN,2022-11-07,open,91.95
AMZN,2022-11-08,open,90.79
AMZN,2022-11-09,open,89.47
AMZN,2022-11-10,open,92.94
AMZN,2022-11-11,open,97.88
AMZN,2022-11-14,open,98.77
AMZN,2022-11-15,open,103.21
AMZN,2022-11-16,open,96.85
AMZN,2022-11-17,open,95.37
AMZN,2022-11-18,open,95.95
AMZN,2022-11-21,open,93.97
AMZN,2022-11-22,open,92.62
AMZN,2022-11-23,open,93.24
AMZN,2022-11-25,open,93.79
AMZN,2022-11-28,open,93.93
AMZN,2022-11-29,open,94.04
AMZN,2022-11-30,open,92.47
AMZN,2022-12-01,open,96.99
AMZN,2022-12-02,open,94.48
AMZN,2022-12-05,open,93.05
AMZN,2022-12-06,open,90.5
AMZN,2022-12-07,open,88.34
AMZN,2022-12-08,open,89.24
AMZN,2022-12-09,open,88.9
AMZN,2022-12-12,open,89.21
AMZN,2022-12-13,open,95.23
AMZN,2022-12-14,open,92.5
AMZN,2022-12-15,open,89.89
AMZN,2022-12-16,open,88.27
AMZN,2022-12-19,open,87.51
AMZN,2022-12-20,open,85.33
AMZN,2022-12-21,open,86.18
AMZN,2022-12-22,open,85.52
AMZN,2022-12-23,open,83.25
AMZN,2022-12-27,open,84.97
AMZN,2022-12-28,open,82.8
AMZN,2022-12-29,open,82.87
AMZN,2022-12-30,open,83.12
AMZN,2023-01-03,open,85.46
AMZN,2023-01-04,open,86.55
AMZN,2023-01-05,open,85.33
AMZN,2023-01-06,open,83.03
AMZN,2023-01-09,open,87.46
AMZN,2023-01-10,open,87.57
AMZN,2023-01-11,open,90.93
AMZN,2023-01-12,open,96.93
AMZN,2023-01-13,open,94.18
AMZN,2023-01-17,open,98.68
AMZN,2023-01-18,open,97.25
AMZN,2023-01-19,open,94.74
AMZN,2023-01-20,open,93.86
AMZN,2023-01-23,open,97.56
AMZN,2023-01-24,open,96.93
AMZN,2023-01-25,open,92.56
AMZN,2023-01-26,open,98.24
AMZN,2023-01-27,open,99.53
AMZN,2023-01-30,open,101.09
AMZN,2021-01-04,high,163.6
AMZN,2021-01-05,high,161.169
AMZN,2021-01-06,high,159.876
AMZN,2021-01-07,high,160.427
AMZN,2021-01-08,high,159.532
AMZN,2021-01-11,high,157.819
AMZN,2021-01-12,high,157.107
AMZN,2021-01-13,high,159.497
AMZN,2021-01-14,high,158.9
AMZN,2021-01-15,high,157.128
AMZN,2021-01-19,high,157.25
AMZN,2021-01-20,high,163.99
AMZN,2021-01-21,high,167.428
AMZN,2021-01-22,high,166.096
AMZN,2021-01-25,high,168.195
AMZN,2021-01-26,high,166.9
AMZN,2021-01-27,high,167.326
AMZN,2021-01-28,high,165.084
AMZN,2021-01-29,high,161.85
AMZN,2021-02-01,high,167.513
AMZN,2021-02-02,high,171.387
AMZN,2021-02-03,high,171.7
AMZN,2021-02-04,high,167.35
AMZN,2021-02-05,high,168.85
AMZN,2021-02-08,high,168.25
AMZN,2021-02-09,high,166.9
AMZN,2021-02-10,high,165.898
AMZN,2021-02-11,high,164.6
AMZN,2021-02-12,high,164.012
AMZN,2021-02-16,high,165.415
AMZN,2021-02-17,high,166.046
AMZN,2021-02-18,high,166.9
AMZN,2021-02-19,high,166.675
AMZN,2021-02-22,high,161.616
AMZN,2021-02-23,high,160.236
AMZN,2021-02-24,high,158.561
AMZN,2021-02-25,high,158.913
AMZN,2021-02-26,high,156.122
AMZN,2021-03-01,high,157.478
AMZN,2021-03-02,high,158.176
AMZN,2021-03-03,high,155.389
AMZN,2021-03-04,high,152.906
AMZN,2021-03-05,high,150.45
AMZN,2021-03-08,high,153.23
AMZN,2021-03-09,high,154.548
AMZN,2021-03-10,high,155.823
AMZN,2021-03-11,high,156.589
AMZN,2021-03-12,high,154.949
AMZN,2021-03-15,high,154.112
AMZN,2021-03-16,high,156.445
AMZN,2021-03-17,high,158.652
AMZN,2021-03-18,high,155.831
AMZN,2021-03-19,high,153.865
AMZN,2021-03-22,high,156.329
AMZN,2021-03-23,high,159.1
AMZN,2021-03-24,high,158.016
AMZN,2021-03-25,high,155.489
AMZN,2021-03-26,high,152.833
AMZN,2021-03-29,high,154.562
AMZN,2021-03-30,high,153.65
AMZN,2021-03-31,high,155.967
AMZN,2021-04-01,high,158.122
AMZN,2021-04-05,high,161.798
AMZN,2021-04-06,high,162.365
AMZN,2021-04-07,high,165.18
AMZN,2021-04-08,high,166.225
AMZN,2021-04-09,high,168.61
AMZN,2021-04-12,high,169.752
AMZN,2021-04-13,high,171.6
AMZN,2021-04-14,high,170.206
AMZN,2021-04-15,high,169.85
AMZN,2021-04-16,high,170.34
AMZN,2021-04-19,high,171.796
AMZN,2021-04-20,high,169.15
AMZN,2021-04-21,high,168.143
AMZN,2021-04-22,high,168.643
AMZN,2021-04-23,high,168.75
AMZN,2021-04-26,high,171.423
AMZN,2021-04-27,high,173.0
AMZN,2021-04-28,high,174.494
AMZN,2021-04-29,high,175.723
AMZN,2021-04-30,high,177.7
AMZN,2021-05-03,high,174.333
AMZN,2021-05-04,high,168.399
AMZN,2021-05-05,high,167.735
AMZN,2021-05-06,high,165.72
AMZN,2021-05-07,high,166.544
AMZN,2021-05-10,high,164.15
AMZN,2021-05-11,high,161.9
AMZN,2021-05-12,high,160.397
AMZN,2021-05-13,high,160.192
AMZN,2021-05-14,high,161.443
AMZN,2021-05-17,high,164.637
AMZN,2021-05-18,high,165.6
AMZN,2021-05-19,high,161.738
AMZN,2021-05-20,high,162.984
AMZN,2021-05-21,high,162.835
AMZN,2021-05-24,high,162.898
AMZN,2021-05-25,high,163.991
AMZN,2021-05-26,high,164.786
AMZN,2021-05-27,high,163.018
AMZN,2021-05-28,high,162.4
AMZN,2021-06-01,high,162.549
AMZN,2021-06-02,high,161.75
AMZN,2021-06-03,high,160.722
AMZN,2021-06-04,high,161.05
AMZN,2021-06-07,high,160.4
AMZN,2021-06-08,high,163.977
AMZN,2021-06-09,high,164.879
AMZN,2021-06-10,high,167.55
AMZN,2021-06-11,high,168.329
AMZN,2021-06-14,high,169.25
AMZN,2021-06-15,high,169.85
AMZN,2021-06-16,high,171.318
AMZN,2021-06-17,high,174.86
AMZN,2021-06-18,high,175.35
AMZN,2021-06-21,high,174.1
AMZN,2021-06-22,high,176.189
AMZN,2021-06-23,high,176.05
AMZN,2021-06-24,high,176.243
AMZN,2021-06-25,high,173.241
AMZN,2021-06-28,high,172.4
AMZN,2021-06-29,high,172.801
AMZN,2021-06-30,high,173.58
AMZN,2021-07-01,high,172.85
AMZN,2021-07-02,high,175.586
AMZN,2021-07-06,high,184.274
AMZN,2021-07-07,high,186.71
AMZN,2021-07-08,high,187.999
AMZN,2021-07-09,high,187.4
AMZN,2021-07-12,high,187.865
AMZN,2021-07-13,high,188.654
AMZN,2021-07-14,high,185.883
AMZN,2021-07-15,high,184.77
AMZN,2021-07-16,high,182.303
AMZN,2021-07-19,high,177.51
AMZN,2021-07-20,high,179.6
AMZN,2021-07-21,high,179.322
AMZN,2021-07-22,high,182.001
AMZN,2021-07-23,high,183.305
AMZN,2021-07-26,high,185.604
AMZN,2021-07-27,high,184.925
AMZN,2021-07-28,high,182.921
AMZN,2021-07-29,high,181.898
AMZN,2021-07-30,high,168.407
AMZN,2021-08-02,high,167.946
AMZN,2021-08-03,high,169.55
AMZN,2021-08-04,high,169.444
AMZN,2021-08-05,high,169.45
AMZN,2021-08-06,high,168.75
AMZN,2021-08-09,high,167.744
AMZN,2021-08-10,high,167.9
AMZN,2021-08-11,high,166.885
AMZN,2021-08-12,high,165.725
AMZN,2021-08-13,high,165.303
AMZN,2021-08-16,high,165.0
AMZN,2021-08-17,high,164.025
AMZN,2021-08-18,high,162.705
AMZN,2021-08-19,high,161.65
AMZN,2021-08-20,high,160.391
AMZN,2021-08-23,high,164.045
AMZN,2021-08-24,high,165.775
AMZN,2021-08-25,high,166.05
AMZN,2021-08-26,high,166.6
AMZN,2021-08-27,high,167.616
AMZN,2021-08-30,high,172.25
AMZN,2021-08-31,high,173.629
AMZN,2021-09-01,high,176.35
AMZN,2021-09-02,high,175.598
AMZN,2021-09-03,high,174.133
AMZN,2021-09-07,high,176.404
AMZN,2021-09-08,high,177.281
AMZN,2021-09-09,high,177.499
AMZN,2021-09-10,high,175.423
AMZN,2021-09-13,high,174.898
AMZN,2021-09-14,high,174.34
AMZN,2021-09-15,high,174.271
AMZN,2021-09-16,high,174.628
AMZN,2021-09-17,high,174.87
AMZN,2021-09-20,high,170.95
AMZN,2021-09-21,high,168.985
AMZN,2021-09-22,high,169.45
AMZN,2021-09-23,high,171.448
AMZN,2021-09-24,high,171.463
AMZN,2021-09-27,high,170.779
AMZN,2021-09-28,high,168.46
AMZN,2021-09-29,high,167.565
AMZN,2021-09-30,high,166.393
AMZN,2021-10-01,high,165.458
AMZN,2021-10-04,high,163.999
AMZN,2021-10-05,high,163.036
AMZN,2021-10-06,high,163.217
AMZN,2021-10-07,high,166.288
AMZN,2021-10-08,high,166.072
AMZN,2021-10-11,high,164.63
AMZN,2021-10-12,high,163.376
AMZN,2021-10-13,high,164.419
AMZN,2021-10-14,high,165.63
AMZN,2021-10-15,high,170.521
AMZN,2021-10-18,high,172.458
AMZN,2021-10-19,high,172.734
AMZN,2021-10-20,high,173.143
AMZN,2021-10-21,high,172.014
AMZN,2021-10-22,high,171.492
AMZN,2021-10-25,high,167.39
AMZN,2021-10-26,high,170.806
AMZN,2021-10-27,high,171.85
AMZN,2021-10-28,high,173.95
AMZN,2021-10-29,high,168.741
AMZN,2021-11-01,high,168.793
AMZN,2021-11-02,high,166.556
AMZN,2021-11-03,high,169.746
AMZN,2021-11-04,high,174.932
AMZN,2021-11-05,high,178.312
AMZN,2021-11-08,high,178.95
AMZN,2021-11-09,high,179.689
AMZN,2021-11-10,high,180.273
AMZN,2021-11-11,high,177.162
AMZN,2021-11-12,high,177.036
AMZN,2021-11-15,high,179.694
AMZN,2021-11-16,high,178.825
AMZN,2021-11-17,high,179.363
AMZN,2021-11-18,high,185.21
AMZN,2021-11-19,high,188.107
AMZN,2021-11-22,high,185.673
AMZN,2021-11-23,high,181.053
AMZN,2021-11-24,high,180.682
AMZN,2021-11-26,high,181.675
AMZN,2021-11-29,high,179.8
AMZN,2021-11-30,high,179.288
AMZN,2021-12-01,high,177.994
AMZN,2021-12-02,high,174.635
AMZN,2021-12-03,high,173.493
AMZN,2021-12-06,high,173.695
AMZN,2021-12-07,high,177.499
AMZN,2021-12-08,high,177.18
AMZN,2021-12-09,high,176.969
AMZN,2021-12-10,high,175.927
AMZN,2021-12-13,high,172.1
AMZN,2021-12-14,high,169.499
AMZN,2021-12-15,high,173.6
AMZN,2021-12-16,high,174.166
AMZN,2021-12-17,high,170.898
AMZN,2021-12-20,high,167.874
AMZN,2021-12-21,high,170.717
AMZN,2021-12-22,high,172.05
AMZN,2021-12-23,high,171.975
AMZN,2021-12-27,high,172.943
AMZN,2021-12-28,high,172.176
AMZN,2021-12-29,high,171.212
AMZN,2021-12-30,high,170.888
AMZN,2021-12-31,high,169.35
AMZN,2022-01-03,high,170.704
AMZN,2022-01-04,high,171.4
AMZN,2022-01-05,high,167.126
AMZN,2022-01-06,high,164.8
AMZN,2022-01-07,high,165.243
AMZN,2022-01-10,high,161.661
AMZN,2022-01-11,high,166.35
AMZN,2022-01-12,high,166.878
AMZN,2022-01-13,high,166.221
AMZN,2022-01-14,high,162.25
AMZN,2022-01-18,high,159.734
AMZN,2022-01-19,high,159.25
AMZN,2022-01-20,high,158.0
AMZN,2022-01-21,high,150.9
AMZN,2022-01-24,high,144.945
AMZN,2022-01-25,high,143.6
AMZN,2022-01-26,high,145.185
AMZN,2022-01-27,high,144.243
AMZN,2022-01-28,high,143.998
AMZN,2022-01-31,high,150.361
AMZN,2022-02-01,high,151.708
AMZN,2022-02-02,high,155.075
AMZN,2022-02-03,high,144.247
AMZN,2022-02-04,high,161.2
AMZN,2022-02-07,high,162.691
AMZN,2022-02-08,high,161.792
AMZN,2022-02-09,high,163.835
AMZN,2022-02-10,high,160.717
AMZN,2022-02-11,high,159.0
AMZN,2022-02-14,high,158.449
AMZN,2022-02-15,high,158.007
AMZN,2022-02-16,high,158.834
AMZN,2022-02-17,high,160.349
AMZN,2022-02-18,high,155.499
AMZN,2022-02-22,high,152.982
AMZN,2022-02-23,high,151.763
AMZN,2022-02-24,high,151.749
AMZN,2022-02-25,high,153.99
AMZN,2022-02-28,high,154.45
AMZN,2022-03-01,high,154.099
AMZN,2022-03-02,high,152.999
AMZN,2022-03-03,high,153.929
AMZN,2022-03-04,high,147.85
AMZN,2022-03-07,high,146.094
AMZN,2022-03-08,high,140.699
AMZN,2022-03-09,high,140.25
AMZN,2022-03-10,high,148.674
AMZN,2022-03-11,high,149.675
AMZN,2022-03-14,high,147.45
AMZN,2022-03-15,high,147.985
AMZN,2022-03-16,high,153.15
AMZN,2022-03-17,high,157.499
AMZN,2022-03-18,high,161.594
AMZN,2022-03-21,high,163.084
AMZN,2022-03-22,high,166.167
AMZN,2022-03-23,high,166.37
AMZN,2022-03-24,high,164.118
AMZN,2022-03-25,high,165.368
AMZN,2022-03-28,high,169.038
AMZN,2022-03-29,high,170.831
AMZN,2022-03-30,high,168.951
AMZN,2022-03-31,high,166.495
AMZN,2022-04-01,high,165.827
AMZN,2022-04-04,high,168.395
AMZN,2022-04-05,high,168.111
AMZN,2022-04-06,high,162.2
AMZN,2022-04-07,high,160.079
AMZN,2022-04-08,high,157.368
AMZN,2022-04-11,high,154.137
AMZN,2022-04-12,high,155.099
AMZN,2022-04-13,high,156.025
AMZN,2022-04-14,high,155.897
AMZN,2022-04-18,high,154.04
AMZN,2022-04-19,high,158.649
AMZN,2022-04-20,high,157.602
AMZN,2022-04-21,high,156.738
AMZN,2022-04-22,high,149.615
AMZN,2022-04-25,high,146.221
AMZN,2022-04-26,high,144.856
AMZN,2022-04-27,high,141.949
AMZN,2022-04-28,high,145.938
AMZN,2022-04-29,high,130.761
AMZN,2022-05-02,high,124.668
AMZN,2022-05-03,high,126.22
AMZN,2022-05-04,high,126.0
AMZN,2022-05-05,high,123.499
AMZN,2022-05-06,high,119.05
AMZN,2022-05-09,high,114.0
AMZN,2022-05-10,high,112.643
AMZN,2022-05-11,high,110.156
AMZN,2022-05-12,high,110.781
AMZN,2022-05-13,high,113.184
AMZN,2022-05-16,high,113.993
AMZN,2022-05-17,high,115.8
AMZN,2022-05-18,high,112.853
AMZN,2022-05-19,high,110.034
AMZN,2022-05-20,high,109.898
AMZN,2022-05-23,high,108.819
AMZN,2022-05-24,high,105.4
AMZN,2022-05-25,high,108.175
AMZN,2022-05-26,high,112.665
AMZN,2022-05-27,high,115.187
AMZN,2022-05-31,high,121.994
AMZN,2022-06-01,high,125.179
AMZN,2022-06-02,high,125.61
AMZN,2022-06-03,high,124.4
AMZN,2022-06-06,high,128.99
AMZN,2022-06-07,high,124.1
AMZN,2022-06-08,high,123.75
AMZN,2022-06-09,high,121.3
AMZN,2022-06-10,high,114.5
AMZN,2022-06-13,high,106.54
AMZN,2022-06-14,high,104.88
AMZN,2022-06-15,high,109.06
AMZN,2022-06-16,high,104.58
AMZN,2022-06-17,high,106.98
AMZN,2022-06-21,high,111.63
AMZN,2022-06-22,high,112.13
AMZN,2022-06-23,high,113.0
AMZN,2022-06-24,high,116.71
AMZN,2022-06-27,high,117.98
AMZN,2022-06-28,high,114.85
AMZN,2022-06-29,high,110.99
AMZN,2022-06-30,high,108.18
AMZN,2022-07-01,high,109.75
AMZN,2022-07-05,high,114.08
AMZN,2022-07-06,high,115.48
AMZN,2022-07-07,high,116.99
AMZN,2022-07-08,high,116.58
AMZN,2022-07-11,high,114.3
AMZN,2022-07-12,high,113.23
AMZN,2022-07-13,high,111.78
AMZN,2022-07-14,high,111.18
AMZN,2022-07-15,high,115.59
AMZN,2022-07-18,high,117.24
AMZN,2022-07-19,high,118.95
AMZN,2022-07-20,high,123.48
AMZN,2022-07-21,high,124.85
AMZN,2022-07-22,high,125.5
AMZN,2022-07-25,high,123.64
AMZN,2022-07-26,high,118.15
AMZN,2022-07-27,high,121.9
AMZN,2022-07-28,high,122.84
AMZN,2022-07-29,high,137.65
AMZN,2022-08-01,high,138.83
AMZN,2022-08-02,high,137.44
AMZN,2022-08-03,high,140.49
AMZN,2022-08-04,high,143.56
AMZN,2022-08-05,high,142.86
AMZN,2022-08-08,high,144.23
AMZN,2022-08-09,high,138.95
AMZN,2022-08-10,high,144.6
AMZN,2022-08-11,high,144.49
AMZN,2022-08-12,high,143.57
AMZN,2022-08-15,high,143.76
AMZN,2022-08-16,high,146.57
AMZN,2022-08-17,high,143.38
AMZN,2022-08-18,high,142.77
AMZN,2022-08-19,high,141.11
AMZN,2022-08-22,high,136.32
AMZN,2022-08-23,high,134.99
AMZN,2022-08-24,high,135.47
AMZN,2022-08-25,high,137.42
AMZN,2022-08-26,high,137.83
AMZN,2022-08-29,high,131.95
AMZN,2022-08-30,high,132.07
AMZN,2022-08-31,high,130.59
AMZN,2022-09-01,high,128.02
AMZN,2022-09-02,high,131.38
AMZN,2022-09-06,high,128.62
AMZN,2022-09-07,high,129.82
AMZN,2022-09-08,high,130.28
AMZN,2022-09-09,high,133.69
AMZN,2022-09-12,high,136.49
AMZN,2022-09-13,high,131.4
AMZN,2022-09-14,high,128.84
AMZN,2022-09-15,high,130.37
AMZN,2022-09-16,high,123.87
AMZN,2022-09-19,high,124.71
AMZN,2022-09-20,high,124.4
AMZN,2022-09-21,high,123.76
AMZN,2022-09-22,high,118.79
AMZN,2022-09-23,high,116.05
AMZN,2022-09-26,high,117.34
AMZN,2022-09-27,high,118.32
AMZN,2022-09-28,high,118.7
AMZN,2022-09-29,high,116.07
AMZN,2022-09-30,high,116.92
AMZN,2022-10-03,high,116.91
AMZN,2022-10-04,high,123.0
AMZN,2022-10-05,high,121.75
AMZN,2022-10-06,high,121.53
AMZN,2022-10-07,high,118.17
AMZN,2022-10-10,high,116.25
AMZN,2022-10-11,high,115.48
AMZN,2022-10-12,high,113.83
AMZN,2022-10-13,high,113.44
AMZN,2022-10-14,high,114.96
AMZN,2022-10-17,high,114.19
AMZN,2022-10-18,high,119.52
AMZN,2022-10-19,high,116.59
AMZN,2022-10-20,high,118.24
AMZN,2022-10-21,high,119.59
AMZN,2022-10-24,high,120.39
AMZN,2022-10-25,high,121.32
AMZN,2022-10-26,high,119.35
AMZN,2022-10-27,high,114.12
AMZN,2022-10-28,high,103.96
AMZN,2022-10-31,high,104.87
AMZN,2022-11-01,high,104.58
AMZN,2022-11-02,high,97.74
AMZN,2022-11-03,high,93.5
AMZN,2022-11-04,high,92.44
AMZN,2022-11-07,high,92.1
AMZN,2022-11-08,high,91.72
AMZN,2022-11-09,high,89.48
AMZN,2022-11-10,high,98.69
AMZN,2022-11-11,high,101.19
AMZN,2022-11-14,high,100.12
AMZN,2022-11-15,high,103.79
AMZN,2022-11-16,high,98.49
AMZN,2022-11-17,high,96.97
AMZN,2022-11-18,high,95.99
AMZN,2022-11-21,high,95.02
AMZN,2022-11-22,high,93.35
AMZN,2022-11-23,high,94.58
AMZN,2022-11-25,high,94.43
AMZN,2022-11-28,high,96.4
AMZN,2022-11-29,high,94.41
AMZN,2022-11-30,high,96.54
AMZN,2022-12-01,high,97.23
AMZN,2022-12-02,high,95.36
AMZN,2022-12-05,high,94.06
AMZN,2022-12-06,high,91.04
AMZN,2022-12-07,high,89.89
AMZN,2022-12-08,high,90.86
AMZN,2022-12-09,high,90.3
AMZN,2022-12-12,high,90.58
AMZN,2022-12-13,high,96.25
AMZN,2022-12-14,high,93.46
AMZN,2022-12-15,high,89.97
AMZN,2022-12-16,high,89.35
AMZN,2022-12-19,high,87.63
AMZN,2022-12-20,high,86.61
AMZN,2022-12-21,high,87.23
AMZN,2022-12-22,high,85.68
AMZN,2022-12-23,high,85.78
AMZN,2022-12-27,high,85.35
AMZN,2022-12-28,high,83.48
AMZN,2022-12-29,high,84.55
AMZN,2022-12-30,high,84.05
AMZN,2023-01-03,high,86.96
AMZN,2023-01-04,high,86.98
AMZN,2023-01-05,high,85.42
AMZN,2023-01-06,high,86.4
AMZN,2023-01-09,high,89.48
AMZN,2023-01-10,high,90.19
AMZN,2023-01-11,high,95.26
AMZN,2023-01-12,high,97.19
AMZN,2023-01-13,high,98.37
AMZN,2023-01-17,high,98.89
AMZN,2023-01-18,high,99.32
AMZN,2023-01-19,high,95.44
AMZN,2023-01-20,high,97.35
AMZN,2023-01-23,high,97.78
AMZN,2023-01-24,high,98.09
AMZN,2023-01-25,high,97.24
AMZN,2023-01-26,high,99.49
AMZN,2023-01-27,high,103.49
AMZN,2023-01-30,high,101.74
AMZN,2021-01-04,low,157.201
AMZN,2021-01-05,low,158.253
AMZN,2021-01-06,low,156.558
AMZN,2021-01-07,low,157.75
AMZN,2021-01-08,low,157.11
AMZN,2021-01-11,low,155.5
AMZN,2021-01-12,low,154.3
AMZN,2021-01-13,low,156.104
AMZN,2021-01-14,low,156.029
AMZN,2021-01-15,low,154.758
AMZN,2021-01-19,low,154.8
AMZN,2021-01-20,low,158.75
AMZN,2021-01-21,low,164.479
AMZN,2021-01-22,low,164.158
AMZN,2021-01-25,low,162.158
AMZN,2021-01-26,low,164.143
AMZN,2021-01-27,low,160.354
AMZN,2021-01-28,low,161.434
AMZN,2021-01-29,low,159.227
AMZN,2021-02-01,low,161.751
AMZN,2021-02-02,low,168.057
AMZN,2021-02-03,low,165.431
AMZN,2021-02-04,low,163.887
AMZN,2021-02-05,low,165.135
AMZN,2021-02-08,low,165.2
AMZN,2021-02-09,low,164.892
AMZN,2021-02-10,low,162.7
AMZN,2021-02-11,low,162.403
AMZN,2021-02-12,low,161.665
AMZN,2021-02-16,low,162.68
AMZN,2021-02-17,low,162.975
AMZN,2021-02-18,low,163.697
AMZN,2021-02-19,low,162.288
AMZN,2021-02-22,low,158.613
AMZN,2021-02-23,low,154.68
AMZN,2021-02-24,low,156.269
AMZN,2021-02-25,low,152.388
AMZN,2021-02-26,low,151.835
AMZN,2021-03-01,low,154.9
AMZN,2021-03-02,low,154.356
AMZN,2021-03-03,low,149.75
AMZN,2021-03-04,low,147.271
AMZN,2021-03-05,low,144.05
AMZN,2021-03-08,low,147.566
AMZN,2021-03-09,low,150.258
AMZN,2021-03-10,low,151.503
AMZN,2021-03-11,low,154.146
AMZN,2021-03-12,low,152.275
AMZN,2021-03-15,low,151.605
AMZN,2021-03-16,low,153.793
AMZN,2021-03-17,low,153.511
AMZN,2021-03-18,low,151.25
AMZN,2021-03-19,low,150.831
AMZN,2021-03-22,low,153.003
AMZN,2021-03-23,low,156.042
AMZN,2021-03-24,low,154.258
AMZN,2021-03-25,low,151.857
AMZN,2021-03-26,low,149.8
AMZN,2021-03-29,low,151.423
AMZN,2021-03-30,low,151.7
AMZN,2021-03-31,low,153.125
AMZN,2021-04-01,low,155.777
AMZN,2021-04-05,low,158.062
AMZN,2021-04-06,low,160.852
AMZN,2021-04-07,low,161.182
AMZN,2021-04-08,low,164.6
AMZN,2021-04-09,low,164.445
AMZN,2021-04-12,low,167.557
AMZN,2021-04-13,low,169.781
AMZN,2021-04-14,low,166.3
AMZN,2021-04-15,low,167.6
AMZN,2021-04-16,low,167.779
AMZN,2021-04-19,low,168.008
AMZN,2021-04-20,low,165.8
AMZN,2021-04-21,low,165.191
AMZN,2021-04-22,low,165.072
AMZN,2021-04-23,low,165.425
AMZN,2021-04-26,low,166.547
AMZN,2021-04-27,low,169.9
AMZN,2021-04-28,low,171.25
AMZN,2021-04-29,low,171.75
AMZN,2021-04-30,low,173.125
